id,student_id,transport_id,datum,afstand_km,status
666,134,2,2026-04-08,35,Afwezig
667,134,9,2026-05-01,35,Aanwezig
668,134,1,2026-06-17,35,Afwezig
669,134,2,2026-03-03,35,Te laat
670,134,4,2026-01-23,35,Te laat
671,135,5,2026-06-22,3,Te laat
672,135,10,2026-06-10,3,Aanwezig
673,135,8,2026-01-26,3,Afwezig
674,135,2,2026-04-15,3,Te laat
675,135,5,2026-03-31,3,Aanwezig
676,136,8,2026-01-18,27,Te laat
677,136,9,2026-04-07,27,Afwezig
678,136,10,2026-02-23,27,Aanwezig
679,136,8,2026-05-26,27,Afwezig
680,136,7,2026-06-15,27,Afwezig
681,137,3,2026-05-16,34,Afwezig
682,137,4,2026-01-17,34,Te laat
683,137,4,2026-06-18,34,Afwezig
684,137,6,2026-01-22,34,Afwezig
685,137,3,2026-01-10,34,Afwezig
686,138,9,2026-06-22,32,Afwezig
687,138,7,2026-02-16,32,Aanwezig
688,138,3,2026-05-24,32,Aanwezig
689,138,2,2026-04-03,32,Te laat
690,138,6,2026-02-01,32,Aanwezig
691,139,3,2026-02-18,19,Aanwezig
692,139,4,2026-04-29,19,Aanwezig
693,139,10,2026-04-30,19,Te laat
694,139,1,2026-03-21,19,Aanwezig
695,139,7,2026-04-14,19,Afwezig
696,140,1,2026-05-08,8,Afwezig
697,140,8,2026-04-30,8,Aanwezig
698,140,7,2026-06-09,8,Te laat
699,140,9,2026-02-28,8,Afwezig
700,140,2,2026-03-10,8,Afwezig
701,141,4,2026-01-09,38,Aanwezig
702,141,1,2026-01-21,38,Afwezig
703,141,5,2026-05-14,38,Aanwezig
704,141,4,2026-04-14,38,Afwezig
705,141,6,2026-02-04,38,Aanwezig
706,142,10,2026-05-15,21,Aanwezig
707,142,4,2026-05-10,21,Aanwezig
708,142,2,2026-04-25,21,Te laat
709,142,10,2026-03-12,21,Te laat
710,142,8,2026-02-02,21,Aanwezig
711,143,8,2026-05-05,18,Te laat
712,143,6,2026-05-02,18,Aanwezig
713,143,1,2026-03-12,18,Aanwezig
714,143,7,2026-01-11,18,Aanwezig
715,143,2,2026-06-14,18,Afwezig
716,144,10,2026-05-28,5,Aanwezig
717,144,2,2026-06-19,5,Afwezig
718,144,2,2026-03-06,5,Te laat
719,144,8,2026-04-26,5,Aanwezig
720,144,3,2026-04-15,5,Afwezig
721,145,9,2026-01-10,18,Afwezig
722,145,9,2026-01-07,18,Aanwezig
723,145,6,2026-06-08,18,Te laat
724,145,6,2026-04-27,18,Aanwezig
725,145,9,2026-06-15,18,Te laat
726,146,1,2026-06-01,4,Te laat
727,146,7,2026-04-22,4,Afwezig
728,146,5,2026-06-25,4,Aanwezig
729,146,6,2026-05-18,4,Afwezig
730,146,7,2026-01-06,4,Aanwezig
731,147,9,2026-02-06,22,Aanwezig
732,147,10,2026-01-10,22,Te laat
733,147,10,2026-04-16,22,Aanwezig
734,147,4,2026-04-06,22,Afwezig
735,147,10,2026-06-25,22,Afwezig
736,148,1,2026-05-02,10,Te laat
737,148,9,2026-03-08,10,Afwezig
738,148,10,2026-02-15,10,Afwezig
739,148,10,2026-01-20,10,Te laat
740,148,1,2026-01-10,10,Te laat
741,149,1,2026-06-07,18,Aanwezig
742,149,5,2026-01-13,18,Aanwezig
743,149,6,2026-01-12,18,Aanwezig
744,149,5,2026-03-14,18,Aanwezig
745,149,8,2026-06-01,18,Te laat
746,150,5,2026-05-08,3,Afwezig
747,150,4,2026-01-11,3,Te laat
748,150,8,2026-03-09,3,Aanwezig
749,150,4,2026-02-25,3,Afwezig
750,150,10,2026-05-16,3,Aanwezig
751,151,5,2026-04-06,14,Aanwezig
752,151,6,2026-04-13,14,Te laat
753,151,10,2026-06-27,14,Te laat
754,151,2,2026-03-10,14,Te laat
755,151,6,2026-01-04,14,Afwezig
756,152,7,2026-05-02,31,Aanwezig
757,152,5,2026-05-18,31,Afwezig
758,152,2,2026-06-08,31,Aanwezig
759,152,4,2026-06-11,31,Te laat
760,152,2,2026-06-21,31,Te laat
761,153,1,2026-02-11,25,Afwezig
762,153,1,2026-03-07,25,Aanwezig
763,153,5,2026-06-05,25,Aanwezig
764,153,3,2026-05-10,25,Afwezig
765,153,5,2026-04-03,25,Afwezig
766,154,8,2026-04-03,31,Aanwezig
767,154,7,2026-05-05,31,Te laat
768,154,10,2026-01-15,31,Aanwezig
769,154,10,2026-06-24,31,Afwezig
770,154,2,2026-03-23,31,Te laat
771,155,2,2026-05-16,36,Aanwezig
772,155,6,2026-04-23,36,Te laat
773,155,5,2026-02-22,36,Te laat
774,155,6,2026-02-23,36,Aanwezig
775,155,8,2026-03-13,36,Te laat
776,156,8,2026-06-21,29,Afwezig
777,156,3,2026-06-01,29,Aanwezig
778,156,2,2026-04-25,29,Afwezig
779,156,8,2026-01-03,29,Te laat
780,156,8,2026-03-12,29,Aanwezig
781,157,4,2026-05-24,35,Aanwezig
782,157,9,2026-04-01,35,Te laat
783,157,6,2026-06-24,35,Afwezig
784,157,9,2026-06-19,35,Afwezig
785,157,6,2026-03-28,35,Te laat
786,158,5,2026-05-21,25,Afwezig
787,158,3,2026-05-29,25,Te laat
788,158,6,2026-05-25,25,Te laat
789,158,6,2026-06-08,25,Afwezig
790,158,2,2026-04-27,25,Te laat
791,159,3,2026-03-12,36,Te laat
792,159,2,2026-05-29,36,Aanwezig
793,159,8,2026-05-09,36,Te laat
794,159,2,2026-05-18,36,Aanwezig
795,159,7,2026-03-08,36,Te laat
796,160,1,2026-03-20,4,Aanwezig
797,160,1,2026-02-18,4,Aanwezig
798,160,10,2026-04-09,4,Afwezig
799,160,6,2026-03-02,4,Aanwezig
800,160,9,2026-06-01,4,Aanwezig
801,161,4,2026-03-09,26,Aanwezig
802,161,8,2026-02-16,26,Afwezig
803,161,8,2026-02-08,26,Te laat
804,161,8,2026-01-06,26,Afwezig
805,161,9,2026-04-12,26,Te laat
806,162,10,2026-03-02,27,Aanwezig
807,162,3,2026-02-17,27,Afwezig
808,162,3,2026-05-16,27,Aanwezig
809,162,5,2026-04-02,27,Te laat
810,162,5,2026-01-08,27,Te laat
811,163,8,2026-05-23,10,Aanwezig
812,163,2,2026-05-15,10,Afwezig
813,163,4,2026-01-16,10,Te laat
814,163,6,2026-05-21,10,Aanwezig
815,163,10,2026-01-31,10,Te laat
816,164,4,2026-04-13,30,Te laat
817,164,5,2026-05-08,30,Afwezig
818,164,10,2026-06-17,30,Afwezig
819,164,5,2026-02-04,30,Te laat
820,164,6,2026-04-03,30,Aanwezig
821,165,4,2026-05-10,29,Aanwezig
822,165,5,2026-02-25,29,Aanwezig
823,165,8,2026-06-08,29,Afwezig
824,165,1,2026-06-12,29,Te laat
825,165,4,2026-06-04,29,Afwezig
826,166,5,2026-05-21,40,Afwezig
827,166,7,2026-03-11,40,Afwezig
828,166,1,2026-04-08,40,Te laat
829,166,8,2026-06-27,40,Te laat
830,166,6,2026-05-26,40,Afwezig
831,167,3,2026-06-07,21,Te laat
832,167,7,2026-02-18,21,Te laat
833,167,8,2026-02-28,21,Afwezig
834,167,8,2026-02-26,21,Te laat
835,167,8,2026-02-02,21,Afwezig
836,168,9,2026-02-18,7,Te laat
837,168,3,2026-01-19,7,Te laat
838,168,3,2026-02-01,7,Afwezig
839,168,9,2026-03-19,7,Aanwezig
840,168,4,2026-03-23,7,Te laat
841,169,3,2026-06-22,24,Afwezig
842,169,7,2026-05-25,24,Te laat
843,169,3,2026-06-09,24,Aanwezig
844,169,1,2026-03-05,24,Aanwezig
845,169,5,2026-01-28,24,Te laat
846,170,5,2026-04-22,26,Afwezig
847,170,6,2026-04-30,26,Aanwezig
848,170,8,2026-06-15,26,Afwezig
849,170,4,2026-05-27,26,Te laat
850,170,10,2026-02-03,26,Te laat
851,171,5,2026-05-01,28,Afwezig
852,171,1,2026-02-10,28,Te laat
853,171,10,2026-05-05,28,Aanwezig
854,171,6,2026-06-28,28,Te laat
855,171,1,2026-03-15,28,Te laat
856,172,2,2026-02-15,34,Aanwezig
857,172,5,2026-01-15,34,Afwezig
858,172,2,2026-05-06,34,Te laat
859,172,7,2026-02-28,34,Aanwezig
860,172,8,2026-05-21,34,Afwezig
861,173,9,2026-04-02,4,Afwezig
862,173,4,2026-03-02,4,Afwezig
863,173,8,2026-06-02,4,Aanwezig
864,173,7,2026-04-06,4,Aanwezig
865,173,5,2026-05-12,4,Aanwezig
866,174,4,2026-02-05,10,Afwezig
867,174,8,2026-04-13,10,Aanwezig
868,174,6,2026-03-23,10,Aanwezig
869,174,10,2026-02-19,10,Te laat
870,174,8,2026-06-15,10,Afwezig
871,175,1,2026-04-29,18,Aanwezig
872,175,5,2026-01-14,18,Aanwezig
873,175,8,2026-01-31,18,Aanwezig
874,175,1,2026-04-17,18,Te laat
875,175,10,2026-04-10,18,Afwezig
876,176,10,2026-02-27,3,Afwezig
877,176,5,2026-03-30,3,Aanwezig
878,176,3,2026-05-25,3,Aanwezig
879,176,1,2026-01-09,3,Aanwezig
880,176,3,2026-06-10,3,Afwezig
881,177,4,2026-06-07,37,Aanwezig
882,177,4,2026-02-11,37,Aanwezig
883,177,9,2026-04-07,37,Te laat
884,177,9,2026-03-23,37,Te laat
885,177,3,2026-06-13,37,Afwezig
886,178,3,2026-06-04,21,Aanwezig
887,178,7,2026-03-06,21,Te laat
888,178,7,2026-05-04,21,Aanwezig
889,178,10,2026-05-11,21,Afwezig
890,178,5,2026-01-15,21,Aanwezig
891,179,10,2026-05-27,20,Afwezig
892,179,5,2026-01-23,20,Afwezig
893,179,1,2026-05-28,20,Afwezig
894,179,2,2026-04-18,20,Afwezig
895,179,1,2026-02-06,20,Te laat
896,180,7,2026-01-12,38,Aanwezig
897,180,7,2026-05-02,38,Afwezig
898,180,9,2026-03-20,38,Te laat
899,180,6,2026-04-28,38,Te laat
900,180,10,2026-04-02,38,Te laat
901,181,2,2026-05-29,19,Afwezig
902,181,10,2026-01-29,19,Afwezig
903,181,5,2026-05-06,19,Afwezig
904,181,5,2026-05-19,19,Aanwezig
905,181,5,2026-01-20,19,Aanwezig
906,182,4,2026-06-06,31,Te laat
907,182,7,2026-01-05,31,Afwezig
908,182,9,2026-02-08,31,Afwezig
909,182,2,2026-04-19,31,Aanwezig
910,182,3,2026-01-21,31,Te laat
911,183,2,2026-03-18,16,Afwezig
912,183,9,2026-01-12,16,Te laat
913,183,8,2026-04-05,16,Aanwezig
914,183,9,2026-01-30,16,Te laat
915,183,1,2026-02-12,16,Aanwezig
916,184,4,2026-03-10,35,Aanwezig
917,184,4,2026-02-27,35,Aanwezig
918,184,6,2026-06-20,35,Afwezig
919,184,1,2026-04-05,35,Afwezig
920,184,8,2026-02-02,35,Afwezig
921,185,10,2026-03-05,36,Te laat
922,185,1,2026-02-05,36,Afwezig
923,185,10,2026-03-31,36,Te laat
924,185,9,2026-05-29,36,Afwezig
925,185,9,2026-05-08,36,Aanwezig
926,186,6,2026-03-20,33,Te laat
927,186,3,2026-02-01,33,Te laat
928,186,10,2026-04-02,33,Te laat
929,186,1,2026-05-12,33,Te laat
930,186,8,2026-04-27,33,Te laat
931,187,8,2026-01-03,14,Afwezig
932,187,4,2026-02-12,14,Te laat
933,187,2,2026-03-10,14,Te laat
934,187,4,2026-05-20,14,Aanwezig
935,187,5,2026-06-08,14,Te laat
936,188,4,2026-03-09,17,Aanwezig
937,188,1,2026-05-07,17,Aanwezig
938,188,10,2026-01-02,17,Afwezig
939,188,2,2026-05-12,17,Te laat
940,188,7,2026-02-20,17,Afwezig
941,189,5,2026-04-13,26,Te laat
942,189,2,2026-02-22,26,Aanwezig
943,189,6,2026-01-26,26,Afwezig
944,189,1,2026-05-05,26,Aanwezig
945,189,2,2026-02-17,26,Aanwezig
946,190,9,2026-05-10,36,Te laat
947,190,10,2026-03-25,36,Afwezig
948,190,7,2026-04-11,36,Te laat
949,190,1,2026-03-22,36,Aanwezig
950,190,8,2026-03-15,36,Afwezig
951,191,4,2026-01-23,2,Te laat
952,191,3,2026-01-21,2,Afwezig
953,191,4,2026-01-07,2,Te laat
954,191,6,2026-01-02,2,Afwezig
955,191,7,2026-02-25,2,Aanwezig
956,192,8,2026-04-09,19,Aanwezig
957,192,2,2026-05-11,19,Afwezig
958,192,8,2026-03-02,19,Afwezig
959,192,9,2026-03-08,19,Aanwezig
960,192,2,2026-06-22,19,Afwezig
961,193,9,2026-05-20,16,Afwezig
962,193,2,2026-05-31,16,Aanwezig
963,193,8,2026-02-24,16,Afwezig
964,193,3,2026-06-18,16,Afwezig
965,193,6,2026-05-09,16,Afwezig
966,194,1,2026-03-10,6,Te laat
967,194,9,2026-02-24,6,Aanwezig
968,194,9,2026-02-05,6,Te laat
969,194,8,2026-05-09,6,Afwezig
970,194,9,2026-06-15,6,Afwezig
971,195,5,2026-04-14,22,Afwezig
972,195,4,2026-01-05,22,Aanwezig
973,195,8,2026-02-19,22,Te laat
974,195,8,2026-01-24,22,Te laat
975,195,4,2026-06-28,22,Afwezig
976,196,10,2026-01-29,26,Te laat
977,196,8,2026-06-17,26,Aanwezig
978,196,1,2026-04-22,26,Te laat
979,196,8,2026-01-27,26,Te laat
980,196,3,2026-05-02,26,Afwezig
981,197,4,2026-03-13,40,Afwezig
982,197,1,2026-01-29,40,Te laat
983,197,10,2026-05-22,40,Te laat
984,197,7,2026-01-19,40,Afwezig
985,197,9,2026-04-12,40,Te laat
986,198,5,2026-03-31,26,Aanwezig
987,198,4,2026-06-30,26,Aanwezig
988,198,2,2026-02-17,26,Afwezig
989,198,10,2026-01-26,26,Aanwezig
990,198,10,2026-05-06,26,Afwezig
991,199,1,2026-05-11,28,Afwezig
992,199,7,2026-02-09,28,Te laat
993,199,2,2026-06-11,28,Afwezig
994,199,2,2026-06-18,28,Aanwezig
995,199,6,2026-04-12,28,Aanwezig
996,200,2,2026-05-05,34,Aanwezig
997,200,2,2026-05-15,34,Aanwezig
998,200,9,2026-05-19,34,Te laat
999,200,4,2026-02-06,34,Afwezig
1000,200,8,2026-05-01,34,Aanwezig
1001,201,8,2026-05-04,8,Te laat
1002,201,4,2026-05-14,8,Aanwezig
1003,201,1,2026-03-19,8,Aanwezig
1004,201,8,2026-05-31,8,Afwezig
1005,201,2,2026-05-11,8,Aanwezig
1006,202,8,2026-05-08,28,Afwezig
1007,202,8,2026-03-21,28,Afwezig
1008,202,9,2026-04-05,28,Aanwezig
1009,202,3,2026-03-23,28,Te laat
1010,202,7,2026-03-27,28,Afwezig
1011,203,5,2026-06-13,17,Te laat
1012,203,2,2026-06-18,17,Te laat
1013,203,5,2026-02-04,17,Aanwezig
1014,203,5,2026-02-27,17,Afwezig
1015,203,5,2026-01-04,17,Te laat
1016,204,2,2026-02-01,6,Aanwezig
1017,204,10,2026-04-26,6,Afwezig
1018,204,2,2026-01-31,6,Te laat
1019,204,8,2026-04-15,6,Te laat
1020,204,8,2026-01-01,6,Aanwezig
1021,205,1,2026-06-22,34,Te laat
1022,205,5,2026-04-01,34,Afwezig
1023,205,2,2026-06-08,34,Afwezig
1024,205,6,2026-04-28,34,Aanwezig
1025,205,7,2026-06-05,34,Aanwezig
1026,206,2,2026-05-12,24,Aanwezig
1027,206,4,2026-05-26,24,Te laat
1028,206,7,2026-05-17,24,Te laat
1029,206,10,2026-04-07,24,Aanwezig
1030,206,10,2026-03-13,24,Te laat
1031,207,10,2026-01-21,27,Afwezig
1032,207,7,2026-02-17,27,Te laat
1033,207,4,2026-06-05,27,Aanwezig
1034,207,7,2026-06-15,27,Aanwezig
1035,207,5,2026-03-14,27,Te laat
1036,208,10,2026-02-08,7,Afwezig
1037,208,5,2026-04-03,7,Afwezig
1038,208,1,2026-04-15,7,Afwezig
1039,208,7,2026-03-23,7,Aanwezig
1040,208,8,2026-01-19,7,Te laat
1041,209,8,2026-03-17,35,Afwezig
1042,209,4,2026-05-26,35,Afwezig
1043,209,5,2026-03-06,35,Aanwezig
1044,209,4,2026-01-29,35,Aanwezig
1045,209,1,2026-05-15,35,Aanwezig
1046,210,2,2026-02-28,35,Te laat
1047,210,7,2026-03-14,35,Te laat
1048,210,9,2026-06-29,35,Afwezig
1049,210,1,2026-03-24,35,Afwezig
1050,210,10,2026-01-23,35,Afwezig
1051,211,2,2026-03-31,25,Afwezig
1052,211,1,2026-01-09,25,Afwezig
1053,211,5,2026-06-30,25,Afwezig
1054,211,3,2026-04-20,25,Afwezig
1055,211,6,2026-06-09,25,Te laat
1056,212,10,2026-05-16,20,Aanwezig
1057,212,6,2026-06-01,20,Te laat
1058,212,1,2026-02-06,20,Te laat
1059,212,8,2026-02-26,20,Te laat
1060,212,7,2026-04-09,20,Afwezig
1061,213,2,2026-04-13,19,Te laat
1062,213,9,2026-05-20,19,Aanwezig
1063,213,9,2026-03-16,19,Te laat
1064,213,6,2026-02-03,19,Te laat
1065,213,10,2026-01-13,19,Aanwezig
1066,214,8,2026-06-09,28,Aanwezig
1067,214,1,2026-03-30,28,Te laat
1068,214,2,2026-06-29,28,Afwezig
1069,214,3,2026-04-06,28,Te laat
1070,214,10,2026-04-08,28,Afwezig
1071,215,5,2026-05-28,17,Aanwezig
1072,215,4,2026-05-21,17,Aanwezig
1073,215,4,2026-02-06,17,Aanwezig
1074,215,1,2026-02-21,17,Aanwezig
1075,215,3,2026-06-12,17,Aanwezig
1076,216,6,2026-01-22,37,Te laat
1077,216,10,2026-05-21,37,Te laat
1078,216,9,2026-02-04,37,Aanwezig
1079,216,9,2026-02-04,37,Aanwezig
1080,216,7,2026-01-18,37,Te laat
1081,217,7,2026-04-09,40,Aanwezig
1082,217,4,2026-02-02,40,Afwezig
1083,217,5,2026-03-20,40,Afwezig
1084,217,3,2026-04-21,40,Afwezig
1085,217,4,2026-03-01,40,Afwezig
1086,218,4,2026-06-27,13,Afwezig
1087,218,2,2026-04-21,13,Afwezig
1088,218,5,2026-03-05,13,Afwezig
1089,218,1,2026-02-22,13,Afwezig
1090,218,8,2026-05-04,13,Te laat
1091,219,4,2026-04-21,26,Te laat
1092,219,10,2026-04-23,26,Te laat
1093,219,3,2026-05-19,26,Afwezig
1094,219,2,2026-01-30,26,Afwezig
1095,219,9,2026-01-24,26,Te laat
1096,220,5,2026-03-03,38,Afwezig
1097,220,6,2026-06-15,38,Afwezig
1098,220,3,2026-05-22,38,Aanwezig
1099,220,6,2026-01-14,38,Afwezig
1100,220,5,2026-06-01,38,Te laat
1101,221,6,2026-02-04,31,Te laat
1102,221,9,2026-02-09,31,Te laat
1103,221,7,2026-04-29,31,Afwezig
1104,221,9,2026-03-03,31,Te laat
1105,221,2,2026-01-15,31,Afwezig
1106,222,5,2026-01-11,22,Te laat
1107,222,1,2026-01-21,22,Afwezig
1108,222,3,2026-05-23,22,Afwezig
1109,222,3,2026-04-20,22,Aanwezig
1110,222,7,2026-06-05,22,Afwezig
1111,223,10,2026-01-02,7,Te laat
1112,223,3,2026-06-09,7,Aanwezig
1113,223,4,2026-03-20,7,Aanwezig
1114,223,9,2026-03-06,7,Aanwezig
1115,223,2,2026-03-15,7,Afwezig
1116,224,5,2026-01-13,24,Aanwezig
1117,224,1,2026-05-16,24,Afwezig
1118,224,3,2026-02-28,24,Te laat
1119,224,5,2026-01-03,24,Te laat
1120,224,7,2026-02-07,24,Te laat
1121,225,3,2026-05-14,1,Afwezig
1122,225,8,2026-05-23,1,Te laat
1123,225,8,2026-03-09,1,Te laat
1124,225,3,2026-06-27,1,Afwezig
1125,225,6,2026-03-19,1,Te laat
1126,226,10,2026-05-20,20,Afwezig
1127,226,6,2026-02-10,20,Te laat
1128,226,3,2026-05-06,20,Aanwezig
1129,226,5,2026-03-07,20,Te laat
1130,226,5,2026-04-16,20,Afwezig
1131,227,7,2026-01-12,12,Aanwezig
1132,227,2,2026-02-21,12,Afwezig
1133,227,5,2026-04-03,12,Te laat
1134,227,4,2026-06-19,12,Aanwezig
1135,227,8,2026-01-22,12,Afwezig
1136,228,9,2026-02-02,36,Te laat
1137,228,7,2026-01-03,36,Aanwezig
1138,228,3,2026-06-21,36,Aanwezig
1139,228,9,2026-05-11,36,Afwezig
1140,228,1,2026-02-22,36,Te laat
1141,229,3,2026-01-06,30,Afwezig
1142,229,3,2026-06-09,30,Te laat
1143,229,3,2026-04-10,30,Aanwezig
1144,229,8,2026-02-25,30,Te laat
1145,229,10,2026-05-31,30,Aanwezig
1146,230,6,2026-04-07,5,Aanwezig
1147,230,6,2026-06-30,5,Te laat
1148,230,9,2026-06-20,5,Aanwezig
1149,230,9,2026-04-30,5,Aanwezig
1150,230,1,2026-06-19,5,Aanwezig
1151,231,4,2026-04-08,29,Aanwezig
1152,231,1,2026-04-17,29,Afwezig
1153,231,7,2026-01-18,29,Afwezig
1154,231,3,2026-02-14,29,Aanwezig
1155,231,1,2026-06-25,29,Aanwezig
1156,232,8,2026-01-30,27,Aanwezig
1157,232,7,2026-05-10,27,Aanwezig
1158,232,4,2026-06-24,27,Te laat
1159,232,1,2026-02-08,27,Aanwezig
1160,232,8,2026-06-27,27,Aanwezig
1161,233,2,2026-04-14,19,Aanwezig
1162,233,6,2026-01-14,19,Te laat
1163,233,8,2026-06-04,19,Afwezig
1164,233,5,2026-05-29,19,Afwezig
1165,233,10,2026-03-18,19,Te laat
1166,234,9,2026-06-22,15,Aanwezig
1167,234,4,2026-01-18,15,Aanwezig
1168,234,1,2026-06-26,15,Te laat
1169,234,3,2026-06-01,15,Te laat
1170,234,1,2026-03-18,15,Te laat
1171,235,1,2026-02-03,17,Te laat
1172,235,5,2026-04-25,17,Aanwezig
1173,235,6,2026-04-24,17,Te laat
1174,235,9,2026-03-25,17,Afwezig
1175,235,10,2026-04-01,17,Afwezig
1176,236,6,2026-05-07,9,Aanwezig
1177,236,9,2026-03-21,9,Te laat
1178,236,7,2026-03-27,9,Afwezig
1179,236,2,2026-06-30,9,Te laat
1180,236,9,2026-03-30,9,Aanwezig
1181,237,4,2026-05-23,18,Afwezig
1182,237,9,2026-06-02,18,Te laat
1183,237,1,2026-02-28,18,Te laat
1184,237,5,2026-02-12,18,Aanwezig
1185,237,6,2026-06-11,18,Aanwezig
1186,238,8,2026-04-13,39,Te laat
1187,238,5,2026-01-07,39,Te laat
1188,238,4,2026-04-12,39,Aanwezig
1189,238,1,2026-01-21,39,Te laat
1190,238,10,2026-02-18,39,Afwezig
1191,239,9,2026-04-09,11,Te laat
1192,239,8,2026-01-10,11,Te laat
1193,239,10,2026-02-04,11,Te laat
1194,239,10,2026-05-26,11,Te laat
1195,239,8,2026-06-06,11,Te laat
1196,240,7,2026-04-16,40,Te laat
1197,240,7,2026-03-27,40,Afwezig
1198,240,7,2026-01-18,40,Te laat
1199,240,1,2026-06-27,40,Afwezig
1200,240,4,2026-01-21,40,Aanwezig
1201,241,6,2026-06-25,31,Aanwezig
1202,241,1,2026-05-17,31,Aanwezig
1203,241,5,2026-04-16,31,Aanwezig
1204,241,2,2026-02-14,31,Te laat
1205,241,6,2026-04-29,31,Aanwezig
1206,242,9,2026-03-25,22,Te laat
1207,242,4,2026-03-14,22,Afwezig
1208,242,1,2026-03-23,22,Aanwezig
1209,242,9,2026-01-25,22,Te laat
1210,242,3,2026-06-12,22,Afwezig
1211,243,10,2026-04-08,13,Afwezig
1212,243,4,2026-06-23,13,Aanwezig
1213,243,9,2026-05-25,13,Te laat
1214,243,2,2026-05-26,13,Aanwezig
1215,243,4,2026-03-27,13,Afwezig
1216,244,9,2026-06-21,17,Afwezig
1217,244,6,2026-04-20,17,Aanwezig
1218,244,5,2026-03-08,17,Te laat
1219,244,3,2026-05-26,17,Afwezig
1220,244,9,2026-04-10,17,Aanwezig
1221,245,1,2026-02-26,19,Te laat
1222,245,1,2026-02-26,19,Afwezig
1223,245,1,2026-04-09,19,Te laat
1224,245,3,2026-05-10,19,Afwezig
1225,245,8,2026-01-01,19,Te laat
1226,246,2,2026-06-09,25,Te laat
1227,246,3,2026-04-23,25,Afwezig
1228,246,1,2026-01-09,25,Aanwezig
1229,246,1,2026-05-11,25,Afwezig
1230,246,2,2026-04-19,25,Te laat
1231,247,8,2026-03-18,24,Afwezig
1232,247,9,2026-03-08,24,Aanwezig
1233,247,5,2026-05-11,24,Aanwezig
1234,247,7,2026-06-08,24,Te laat
1235,247,1,2026-03-13,24,Te laat
1236,248,10,2026-04-21,19,Aanwezig
1237,248,5,2026-02-23,19,Aanwezig
1238,248,7,2026-04-10,19,Aanwezig
1239,248,1,2026-04-03,19,Te laat
1240,248,5,2026-04-25,19,Te laat
1241,249,6,2026-04-13,19,Te laat
1242,249,6,2026-02-06,19,Afwezig
1243,249,3,2026-06-12,19,Aanwezig
1244,249,5,2026-02-15,19,Te laat
1245,249,1,2026-03-25,19,Aanwezig
1246,250,8,2026-05-22,24,Afwezig
1247,250,8,2026-02-07,24,Aanwezig
1248,250,6,2026-06-16,24,Aanwezig
1249,250,8,2026-04-13,24,Afwezig
1250,250,8,2026-05-18,24,Aanwezig
1251,251,5,2026-03-04,2,Te laat
1252,251,7,2026-01-10,2,Afwezig
1253,251,1,2026-04-04,2,Te laat
1254,251,9,2026-03-02,2,Te laat
1255,251,9,2026-05-03,2,Aanwezig
1256,252,4,2026-03-08,8,Aanwezig
1257,252,8,2026-01-02,8,Te laat
1258,252,7,2026-04-25,8,Te laat
1259,252,7,2026-03-12,8,Te laat
1260,252,9,2026-01-16,8,Afwezig
1261,253,1,2026-04-24,9,Afwezig
1262,253,2,2026-04-10,9,Te laat
1263,253,1,2026-01-03,9,Aanwezig
1264,253,6,2026-03-19,9,Te laat
1265,253,6,2026-06-24,9,Afwezig
1266,254,9,2026-02-02,4,Afwezig
1267,254,2,2026-06-23,4,Aanwezig
1268,254,7,2026-04-23,4,Afwezig
1269,254,6,2026-04-26,4,Te laat
1270,254,6,2026-02-21,4,Te laat
1271,255,3,2026-03-19,31,Te laat
1272,255,2,2026-06-03,31,Aanwezig
1273,255,3,2026-03-21,31,Aanwezig
1274,255,3,2026-03-27,31,Te laat
1275,255,6,2026-05-13,31,Aanwezig
1276,256,3,2026-06-29,2,Te laat
1277,256,1,2026-06-07,2,Te laat
1278,256,4,2026-02-26,2,Aanwezig
1279,256,7,2026-03-10,2,Aanwezig
1280,256,2,2026-01-03,2,Te laat
1281,257,5,2026-01-14,5,Te laat
1282,257,7,2026-02-26,5,Aanwezig
1283,257,3,2026-06-01,5,Aanwezig
1284,257,5,2026-06-06,5,Te laat
1285,257,6,2026-01-27,5,Afwezig
1286,258,4,2026-04-20,27,Aanwezig
1287,258,10,2026-01-28,27,Te laat
1288,258,10,2026-02-03,27,Afwezig
1289,258,7,2026-01-20,27,Te laat
1290,258,4,2026-03-16,27,Aanwezig
1291,259,10,2026-01-08,14,Aanwezig
1292,259,7,2026-05-19,14,Te laat
1293,259,10,2026-05-05,14,Aanwezig
1294,259,7,2026-01-18,14,Te laat
1295,259,7,2026-01-17,14,Te laat
1296,260,10,2026-03-01,10,Aanwezig
1297,260,8,2026-02-04,10,Afwezig
1298,260,4,2026-05-01,10,Afwezig
1299,260,1,2026-06-30,10,Te laat
1300,260,10,2026-04-27,10,Te laat
1301,261,10,2026-06-19,22,Afwezig
1302,261,2,2026-03-14,22,Te laat
1303,261,4,2026-06-20,22,Aanwezig
1304,261,3,2026-05-22,22,Afwezig
1305,261,2,2026-04-02,22,Te laat
1306,262,10,2026-01-11,26,Te laat
1307,262,5,2026-06-15,26,Aanwezig
1308,262,4,2026-02-11,26,Afwezig
1309,262,8,2026-05-11,26,Te laat
1310,262,9,2026-06-30,26,Afwezig
1311,263,3,2026-04-12,17,Afwezig
1312,263,2,2026-04-24,17,Te laat
1313,263,8,2026-02-14,17,Te laat
1314,263,9,2026-06-09,17,Afwezig
1315,263,9,2026-01-08,17,Afwezig
1316,264,3,2026-03-31,28,Aanwezig
